user_id,account_completed,retention_7d,complaint_7d,first_deposit_7d,trade_count_7d
500211,0,0,0,0,0
500212,0,0,0,0,0
500213,0,0,0,0,0
500214,0,1,0,0,0
500215,0,1,0,0,0
500216,0,1,0,0,0
500217,0,0,0,0,0
500218,0,1,0,1,0
500219,0,1,0,0,0
500220,0,0,0,0,0
500221,0,0,0,0,0
500222,0,0,0,1,0
500223,0,0,0,1,0
500224,0,1,0,0,0
500225,1,1,0,1,2
500226,0,1,0,1,0
500227,0,1,0,0,0
500228,0,0,0,0,0
500229,0,0,0,0,0
500230,0,0,0,1,0
500231,0,1,0,0,0
500232,1,0,0,1,1
500233,0,0,0,0,0
500234,0,0,0,0,0
500235,0,1,0,1,0
500236,0,0,0,0,0
500237,0,1,0,0,0
500238,0,0,0,0,0
500239,0,1,0,0,0
500240,0,0,0,1,0
500241,0,0,0,0,0
500242,0,0,0,0,0
500243,1,0,0,1,1
500244,0,1,0,0,0
500245,0,0,0,1,0
500246,0,0,0,0,0
500247,0,1,0,0,0
500248,0,0,0,1,0
500249,0,0,0,0,0
500250,0,0,0,0,0
500251,0,0,0,0,0
500252,0,0,0,0,0
500253,0,0,0,1,0
500254,1,0,0,1,1
500255,0,0,0,1,0
500256,0,0,0,1,0
500257,1,0,0,0,0
500258,0,0,0,0,0
500259,0,0,0,1,0
500260,0,0,0,0,0
500261,1,1,0,0,1
500262,0,1,0,0,0
500263,0,0,0,1,0
500264,0,0,0,0,0
500265,0,0,0,0,0
500266,1,1,0,0,2
500267,0,1,0,0,0
500268,0,0,0,1,0
500269,0,0,0,0,0
500270,0,0,0,0,0
500271,0,1,0,0,0
500272,0,0,0,0,0
500273,0,0,0,1,0
500274,0,0,0,0,0
500275,0,0,0,1,0
500276,0,0,0,0,0
500277,0,0,0,0,0
500278,0,0,0,0,0
500279,1,0,0,0,0
500280,0,0,0,0,0
500281,1,1,0,1,1
500282,0,1,0,1,0
500283,0,0,0,0,0
500284,0,0,0,1,0
500285,1,1,0,1,3
500286,1,0,0,0,1
500287,0,1,0,1,0
500288,0,1,1,0,0
500289,0,0,0,0,0
500290,1,1,0,0,2
500291,0,0,0,0,0
500292,0,0,1,0,0
500293,0,1,0,1,0
500294,0,1,0,1,0
500295,0,0,0,1,0
500296,0,0,0,0,0
500297,0,1,0,0,0
500298,1,0,0,0,0
500299,0,0,0,0,0
500300,0,0,0,1,0
500301,0,1,0,0,0
500302,0,0,0,0,0
500303,1,0,0,1,3
500304,0,1,0,0,0
500305,0,0,0,1,0
500306,1,1,0,0,0
500307,1,0,0,1,3
500308,1,1,0,0,2
500309,1,0,0,0,0
500310,0,0,0,0,0
500311,0,0,0,0,0
500312,0,1,0,1,0
500313,0,0,0,1,0
500314,0,0,0,0,0
500315,0,0,0,0,0
500316,0,0,0,0,0
500317,0,1,0,0,0
500318,1,1,0,0,4
500319,0,0,0,0,0
500320,0,1,0,0,0
500321,0,0,0,0,0
500322,0,1,0,0,0
500323,0,0,0,0,0
500324,0,0,0,0,0
500325,0,1,0,1,0
500326,0,0,0,0,0
500327,0,0,0,0,0
500328,0,1,0,0,0
500329,0,0,0,1,0
500330,0,0,0,0,0
500331,0,0,0,0,0
500332,0,1,0,1,0
500333,0,0,0,0,0
500334,0,0,0,1,0
500335,0,1,0,0,0
500336,0,1,0,1,0
500337,0,0,0,0,0
500338,0,0,0,0,0
500339,0,0,0,1,0
500340,0,1,0,0,0
500341,0,1,0,1,0
500342,1,1,0,1,2
500343,0,0,0,0,0
500344,0,0,0,0,0
500345,0,1,0,0,0
500346,0,1,0,0,0
500347,0,0,0,1,0
500348,0,0,0,1,0
500349,0,0,0,0,0
500350,0,0,0,0,0
500351,0,0,0,1,0
500352,1,0,0,1,2
500353,0,0,0,1,0
500354,0,1,0,1,0
500355,0,1,0,1,0
500356,0,0,0,1,0
500357,0,1,0,1,0
500358,0,1,0,0,0
500359,0,1,0,0,0
500360,0,0,0,0,0
500361,0,1,0,0,0
500362,0,0,0,0,0
500363,0,0,0,0,0
500364,1,1,0,1,0
500365,0,1,0,0,0
500366,0,1,0,0,0
500367,1,0,0,0,0
500368,0,0,0,0,0
500369,0,0,0,0,0
500370,1,1,0,1,0
500371,1,0,0,1,2
500372,1,0,0,0,1
500373,1,1,0,0,1
500374,0,0,0,0,0
500375,0,1,0,0,0
500376,0,0,0,0,0
500377,0,0,0,0,0
500378,1,0,0,1,1
500379,1,0,0,1,4
500380,0,0,0,1,0
500381,0,0,0,1,0
500382,0,1,0,0,0
500383,0,0,0,1,0
500384,0,1,0,0,0
500385,1,1,0,1,0
500386,0,0,0,1,0
500387,0,0,0,0,0
500388,0,1,0,0,0
500389,0,1,0,0,0
500390,1,1,0,1,2
500391,0,0,0,0,0
500392,0,1,0,0,0
500393,0,1,0,1,0
500394,0,0,0,0,0
500395,0,0,0,0,0
500396,0,0,0,0,0
500397,0,0,0,0,0
500398,1,1,0,1,0
500399,0,0,0,0,0
500400,0,0,0,0,0
500401,1,1,0,0,1
500402,0,0,0,0,0
500403,0,1,0,0,0
500404,0,0,0,1,0
500405,1,1,0,1,3
500406,0,0,0,0,0
500407,1,1,0,0,0
500408,1,1,0,1,1
500409,0,1,0,0,0
500410,0,0,0,0,0
500411,0,0,0,0,0
500412,0,0,0,0,0
500413,0,1,0,0,0
500414,0,1,0,1,0
500415,0,0,0,1,0
500416,0,0,0,0,0
500417,1,0,0,1,2
500418,0,0,0,0,0
500419,0,0,0,0,0
500420,0,1,0,0,0
500421,0,0,0,1,0
500422,0,0,0,0,0
500423,0,1,0,1,0
500424,1,0,0,1,1
500425,0,0,0,1,0
500426,0,1,0,1,0
500427,0,1,0,1,0
500428,0,0,0,1,0
500429,0,0,0,0,0
500430,1,0,0,1,1
500431,0,0,0,1,0
500432,0,0,0,0,0
500433,0,0,0,1,0
500434,0,0,0,0,0
500435,0,0,0,1,0
500436,1,1,0,0,0
500437,1,0,0,0,0
500438,0,0,0,0,0
500439,1,0,0,0,0
500440,0,1,0,0,0
500441,0,1,0,0,0
500442,0,1,0,0,0
500443,0,1,0,1,0
500444,0,1,0,0,0
500445,0,1,0,0,0
500446,0,0,0,0,0
500447,0,0,0,1,0
500448,1,0,0,1,3
500449,1,1,0,0,1
500450,0,1,0,0,0
500451,0,1,0,1,0
500452,0,0,0,1,0
500453,0,0,0,0,0
500454,0,0,0,1,0
500455,0,1,0,0,0
500456,0,0,0,0,0
500457,0,0,0,1,0
500458,1,1,0,1,1
500459,0,0,0,0,0
500460,1,1,0,0,2
500461,0,0,0,0,0
500462,0,0,0,0,0
500463,0,0,0,0,0
500464,0,0,0,0,0
500465,0,1,0,1,0
500466,0,0,0,1,0
500467,0,1,0,1,0
500468,0,1,0,0,0
500469,0,0,0,1,0
500470,0,0,0,0,0
500471,1,0,0,0,0
500472,0,0,1,0,0
500473,0,1,0,1,0
500474,0,0,0,0,0
500475,0,0,0,0,0
500476,0,0,0,0,0
500477,0,1,0,0,0
500478,0,0,0,0,0
500479,0,0,0,0,0
500480,0,0,0,0,0
500481,0,1,0,0,0
500482,0,1,0,0,0
500483,0,1,0,0,0
500484,0,0,0,0,0
500485,1,0,0,1,1
500486,0,0,0,1,0
500487,0,0,0,0,0
500488,0,0,0,0,0
500489,1,0,0,1,1
500490,0,0,0,0,0
500491,1,1,0,1,0
500492,0,0,0,1,0
500493,0,0,0,1,0
500494,0,0,0,0,0
500495,0,0,0,0,0
500496,0,1,0,0,0
500497,0,0,0,1,0
500498,0,1,0,0,0
500499,0,0,0,0,0
500500,0,0,0,1,0
500501,0,1,0,0,0
500502,0,1,0,0,0
500503,0,0,0,0,0
500504,1,0,0,1,1
500505,1,1,0,0,0
500506,1,0,0,0,3
500507,0,1,0,1,0
500508,0,1,0,0,0
500509,1,1,0,1,0
500510,1,1,0,1,2
500511,0,0,0,0,0
500512,0,1,0,1,0
500513,0,0,0,1,0
500514,1,1,0,1,0
500515,0,1,0,0,0
500516,0,0,0,0,0
500517,0,1,0,1,0
500518,0,0,0,0,0
500519,0,0,0,0,0
500520,0,0,0,0,0
500521,0,0,0,0,0
500522,0,0,0,1,0
500523,0,0,0,0,0
500524,0,0,0,0,0
500525,1,0,0,1,1
500526,1,0,0,1,1
500527,1,1,0,1,2
500528,0,0,0,0,0
500529,0,1,0,0,0
500530,1,1,0,1,1
500531,0,0,0,0,0
500532,0,0,0,1,0
500533,1,1,0,1,3
500534,0,0,0,0,0
500535,0,1,0,0,0
500536,0,0,0,0,0
500537,0,0,0,0,0
500538,0,1,0,0,0
500539,0,0,0,1,0
500540,0,0,0,1,0
500541,0,0,0,0,0
500542,0,0,0,1,0
500543,0,1,0,0,0
500544,0,0,0,0,0
500545,1,1,0,0,0
500546,0,1,0,0,0
500547,0,1,0,0,0
500548,0,1,0,0,0
500549,0,1,0,1,0
500550,0,0,0,0,0
500551,0,0,0,1,0
500552,0,1,0,0,0
500553,0,1,0,1,0
500554,0,0,0,1,0
500555,0,0,0,0,0
500556,0,0,0,0,0
500557,1,1,0,0,1
500558,0,1,0,0,0
500559,0,1,0,1,0
500560,0,0,0,1,0
500561,0,0,0,0,0
500562,0,0,0,0,0
500563,0,0,0,0,0
500564,0,1,0,0,0
500565,0,1,0,1,0
500566,0,0,0,0,0
500567,1,1,0,1,0
500568,0,0,0,0,0
500569,0,0,0,1,0
500570,0,1,0,0,0
500571,0,0,0,1,0
500572,0,1,0,0,0
500573,1,1,0,1,2
500574,0,0,0,0,0
500575,0,0,0,0,0
500576,0,1,0,0,0
500577,0,0,0,0,0
500578,0,0,0,1,0
500579,1,1,0,0,3
500580,0,0,0,0,0
500581,0,0,0,1,0
500582,0,0,0,0,0
500583,0,0,0,0,0
500584,0,0,0,0,0
500585,0,0,0,0,0
500586,0,1,0,1,0
500587,1,1,0,1,3
500588,0,0,0,0,0
500589,0,0,0,0,0
500590,0,1,0,1,0
500591,0,1,0,0,0
500592,0,0,0,0,0
500593,0,0,0,0,0
500594,0,1,0,0,0
500595,0,0,0,1,0
500596,0,0,0,0,0
500597,0,1,0,1,0
500598,0,0,0,1,0
500599,0,0,0,0,0
500600,0,0,0,0,0
500601,0,0,0,0,0
500602,0,0,0,0,0
500603,0,0,0,1,0
500604,0,0,0,0,0
500605,0,0,0,1,0
500606,1,1,0,0,5
500607,0,0,0,1,0
500608,0,0,0,1,0
500609,0,1,0,1,0
500610,0,0,0,0,0
500611,1,0,0,1,1
500612,0,1,0,0,0
500613,0,1,0,0,0
500614,0,1,0,0,0
500615,0,0,0,0,0
500616,0,0,0,0,0
500617,0,0,0,0,0
500618,0,0,0,0,0
500619,1,0,0,1,1
500620,0,0,0,0,0
500621,0,1,0,0,0
500622,1,0,0,0,1
500623,0,0,0,0,0
500624,0,0,0,0,0
500625,0,0,0,0,0
500626,0,0,0,1,0
500627,0,0,0,1,0
500628,1,1,0,0,0
500629,1,1,0,1,3
500630,0,1,0,0,0
500631,0,0,0,1,0
500632,0,0,0,1,0
500633,0,1,0,0,0
500634,0,1,0,0,0
500635,0,0,0,0,0
500636,0,0,0,0,0
500637,0,0,0,0,0
500638,0,1,0,0,0
500639,0,0,1,0,0
500640,0,0,0,1,0
500641,0,1,0,1,0
500642,0,0,0,0,0
500643,0,0,0,0,0
500644,0,0,0,0,0
500645,0,1,0,0,0
500646,0,0,0,0,0
500647,1,1,0,1,4
500648,1,1,0,1,3
500649,0,1,0,0,0
500650,1,0,0,1,1
500651,0,1,0,0,0
500652,0,1,0,0,0
500653,0,0,0,0,0
500654,0,0,0,0,0
500655,0,0,0,0,0
500656,1,1,0,1,0
500657,0,0,0,0,0
500658,0,0,0,0,0
500659,0,0,0,0,0
500660,1,1,0,0,0
500661,0,0,0,1,0
500662,0,1,0,0,0
500663,0,0,0,1,0
500664,0,0,0,0,0
500665,0,0,0,0,0
500666,0,0,0,0,0
500667,0,1,0,1,0
500668,0,0,0,0,0
500669,0,0,0,0,0
500670,0,0,0,0,0
500671,0,1,0,0,0
500672,0,0,0,0,0
500673,0,1,0,1,0
500674,0,0,0,1,0
500675,0,1,0,0,0
500676,0,0,0,0,0
500677,0,0,0,0,0
500678,1,1,0,0,0
500679,0,1,0,1,0
500680,0,0,0,0,0
500681,0,1,0,0,0
500682,0,0,0,0,0
500683,0,0,0,1,0
500684,0,0,0,1,0
500685,0,0,0,0,0
500686,0,0,0,0,0
500687,1,1,0,1,2
500688,0,0,0,0,0
500689,1,0,0,1,0
500690,0,0,0,1,0
500691,0,1,0,1,0
500692,0,0,0,0,0
500693,0,0,0,0,0
500694,1,1,0,0,1
500695,0,0,0,0,0
500696,1,1,0,0,0
500697,1,0,0,1,2
500698,0,1,0,0,0
500699,0,0,0,1,0
500700,0,0,0,1,0
500701,0,0,0,1,0
500702,0,1,0,1,0
500703,0,0,0,0,0
500704,1,1,0,1,4
500705,0,1,0,1,0
500706,1,0,0,1,1
500707,0,0,0,0,0
500708,0,0,0,0,0
500709,0,0,0,0,0
500710,0,1,0,0,0
500711,1,0,0,1,1
500712,0,0,0,1,0
500713,1,0,0,1,3
500714,0,0,0,1,0
500715,0,0,0,0,0
500716,0,0,0,0,0
500717,0,0,0,0,0
500718,0,1,0,0,0
500719,0,1,0,0,0
500720,0,0,0,1,0
500721,1,0,0,0,0
500722,1,0,0,0,0
500723,0,1,0,0,0
500724,1,0,0,1,1
500725,0,0,0,1,0
500726,0,0,0,1,0
500727,0,0,0,1,0
500728,1,0,0,1,1
500729,1,1,0,1,4
500730,1,1,0,1,3
500731,0,1,0,0,0
500732,0,0,0,0,0
500733,0,0,0,0,0
500734,1,0,0,0,1
500735,0,0,0,1,0
500736,0,1,0,0,0
500737,0,0,0,0,0
500738,0,1,0,0,0
500739,1,0,0,0,0
500740,1,1,0,1,0
500741,0,1,0,1,0
500742,1,0,0,0,0
500743,0,0,0,1,0
500744,0,1,0,0,0
500745,1,1,0,1,2
500746,0,1,0,0,0
500747,0,1,0,1,0
500748,0,0,0,1,0
500749,1,1,0,1,1
500750,0,0,0,0,0
500751,0,0,0,1,0
500752,0,0,0,0,0
500753,0,0,0,0,0
500754,1,1,0,0,0
500755,0,0,0,1,0
500756,0,0,0,0,0
500757,0,0,0,0,0
500758,1,1,0,0,0
500759,0,0,0,0,0
500760,1,1,0,1,1
500761,0,0,0,0,0
500762,1,0,0,0,1
500763,0,0,0,0,0
500764,0,1,0,1,0
500765,0,1,0,1,0
500766,1,1,0,1,3
500767,0,0,0,0,0
500768,0,0,0,1,0
500769,1,1,0,0,1
500770,0,0,0,0,0
500771,0,1,0,0,0
500772,0,1,0,1,0
500773,0,1,0,1,0
500774,0,0,0,0,0
500775,0,1,0,0,0
500776,0,1,0,0,0
500777,0,1,0,1,0
500778,1,1,0,1,1
500779,0,0,0,0,0
500780,0,0,0,0,0
500781,0,0,0,1,0
500782,0,1,0,0,0
500783,1,1,0,1,2
500784,0,1,0,0,0
500785,0,0,0,1,0
500786,0,0,0,1,0
500787,0,1,0,0,0
500788,1,0,0,0,0
500789,0,0,0,0,0
500790,1,1,0,0,1
500791,0,1,0,0,0
500792,0,0,0,0,0
500793,0,0,0,0,0
500794,0,0,0,1,0
500795,0,0,0,0,0
500796,1,0,0,1,1
500797,0,0,0,0,0
500798,0,0,0,0,0
500799,0,0,0,1,0
500800,0,0,0,0,0
500801,0,0,0,0,0
500802,0,0,0,0,0
500803,1,1,0,0,2
500804,0,1,0,1,0
500805,0,0,0,0,0
500806,0,0,0,0,0
500807,1,1,0,1,3
500808,0,0,0,0,0
500809,1,1,0,0,2
500810,0,1,0,0,0
500811,0,0,0,0,0
500812,1,0,0,1,1
500813,0,0,0,0,0
500814,0,0,0,0,0
500815,0,0,0,0,0
500816,0,0,1,1,0
500817,0,0,0,1,0
500818,0,1,0,0,0
500819,1,1,0,1,2
500820,0,1,0,0,0
500821,0,1,0,0,0
500822,0,0,0,1,0
500823,1,1,0,1,1
500824,0,0,0,0,0
500825,0,1,0,0,0
500826,0,0,0,0,0
500827,0,1,0,0,0
500828,0,0,0,0,0
500829,0,0,0,1,0
500830,0,0,0,0,0
500831,1,0,0,1,2
500832,1,1,0,1,3
500833,1,0,0,0,1
500834,1,1,0,1,6
500835,0,0,0,1,0
500836,0,0,0,0,0
500837,0,0,0,1,0
500838,0,0,0,1,0
500839,0,0,0,0,0
500840,0,0,0,0,0
500841,0,1,0,0,0
500842,0,0,0,0,0
500843,0,0,0,0,0
500844,0,1,0,1,0
500845,0,0,0,0,0
500846,0,0,0,1,0
500847,0,0,0,0,0
500848,0,0,0,1,0
500849,0,0,0,0,0
500850,0,0,0,0,0
500851,0,0,0,0,0
500852,0,1,0,0,0
500853,0,1,0,0,0
500854,0,0,0,1,0
500855,1,0,0,1,1
500856,0,0,0,0,0
500857,0,0,0,0,0
500858,1,0,0,0,1
500859,0,0,0,0,0
500860,0,0,0,0,0
500861,1,0,0,1,1
500862,1,0,0,0,2
500863,0,0,0,1,0
500864,0,0,0,0,0
500865,0,0,0,0,0
500866,0,0,0,1,0
500867,0,0,0,1,0
500868,0,1,0,0,0
500869,0,0,0,0,0
500870,0,0,0,1,0
500871,0,0,0,0,0
500872,0,0,0,1,0
500873,1,1,0,1,4
500874,0,0,0,0,0
500875,0,1,0,0,0
500876,0,0,0,0,0
500877,0,1,0,0,0
500878,0,0,0,1,0
500879,0,1,0,0,0
500880,0,1,0,1,0
500881,0,0,0,1,0
500882,0,0,0,0,0
500883,0,1,0,1,0
500884,0,1,0,1,0
500885,0,0,0,0,0
500886,0,0,0,0,0
500887,0,0,0,1,0
500888,0,1,0,0,0
500889,0,1,0,1,0
500890,0,1,0,0,0
500891,0,0,0,0,0
500892,0,1,0,1,0
500893,0,1,0,0,0
500894,0,0,0,0,0
500895,0,0,0,0,0
500896,0,0,0,0,0
500897,0,0,0,0,0
500898,0,0,0,1,0
500899,0,1,0,1,0
500900,0,0,0,0,0
500901,1,1,0,1,2
500902,0,1,0,0,0
500903,0,0,0,1,0
500904,0,1,0,0,0
500905,0,0,0,1,0
500906,1,0,0,1,1
500907,0,1,0,0,0
500908,0,0,0,1,0
500909,1,0,0,1,1
500910,0,0,0,0,0
500911,0,0,0,1,0
500912,0,0,0,0,0
500913,0,0,0,1,0
500914,0,0,0,0,0
500915,0,0,0,0,0
500916,0,1,0,1,0
500917,0,0,0,0,0
500918,0,1,0,0,0
500919,0,1,0,1,0
500920,0,0,0,0,0
500921,0,0,0,1,0
500922,0,0,0,1,0
500923,1,0,0,1,2
500924,1,1,0,1,2
500925,0,0,0,1,0
500926,0,1,0,1,0
500927,0,1,0,0,0
500928,0,0,0,1,0
500929,0,1,0,0,0
500930,1,1,0,0,0
500931,0,0,0,0,0
500932,0,0,0,0,0
500933,0,0,0,0,0
500934,0,0,0,0,0
500935,0,0,0,0,0
500936,0,0,0,1,0
500937,0,1,0,1,0
500938,0,1,0,0,0
500939,1,1,0,1,2
500940,0,1,0,0,0
500941,1,1,0,1,1
500942,0,0,0,1,0
500943,0,0,0,0,0
500944,0,0,0,0,0
500945,0,0,0,0,0
500946,0,1,0,1,0
500947,1,1,0,0,2
500948,0,0,0,1,0
500949,0,0,0,0,0
500950,0,0,0,0,0
500951,0,1,0,0,0
500952,0,1,0,1,0
500953,0,0,0,1,0
500954,1,0,0,1,0
500955,0,0,0,1,0
500956,0,1,0,1,0
500957,0,0,0,0,0
500958,0,0,0,1,0
500959,0,1,0,0,0
500960,1,0,0,0,1
500961,0,1,0,1,0
500962,0,1,0,0,0
500963,0,0,0,0,0
500964,1,1,0,1,1
500965,0,0,0,0,0
500966,1,1,0,0,2
500967,0,0,0,0,0
500968,0,1,0,0,0
500969,0,1,0,0,0
500970,0,0,0,1,0
500971,0,0,0,1,0
500972,0,0,0,1,0
500973,1,1,0,1,1
500974,0,0,0,1,0
500975,0,1,0,1,0
500976,0,1,0,0,0
500977,0,1,0,0,0
500978,0,0,0,0,0
500979,0,0,0,0,0
500980,0,0,0,1,0
500981,0,1,0,0,0
500982,0,0,0,1,0
500983,1,1,0,1,3
500984,1,0,1,1,0
500985,0,0,0,0,0
500986,0,0,0,1,0
500987,0,1,0,0,0
500988,0,0,0,0,0
500989,0,1,0,1,0
500990,0,1,0,1,0
500991,0,0,0,0,0
500992,0,1,0,0,0
500993,0,0,0,0,0
500994,0,0,0,0,0
500995,0,0,0,1,0
500996,0,1,0,0,0
500997,0,1,0,1,0
500998,0,1,0,0,0
500999,0,1,0,0,0
501000,0,0,0,0,0
501001,0,0,0,0,0
501002,1,0,0,0,2
501003,0,0,0,1,0
501004,0,0,0,0,0
501005,0,1,0,0,0
501006,0,0,0,1,0
501007,0,1,0,0,0
501008,0,0,0,0,0
501009,1,0,0,1,0
501010,0,1,0,0,0
501011,0,0,0,0,0
501012,0,0,0,1,0
501013,0,0,0,0,0
501014,0,0,0,0,0
501015,1,0,0,1,1
501016,0,0,0,0,0
501017,0,0,0,0,0
501018,0,0,0,0,0
501019,0,0,0,0,0
501020,0,1,0,1,0
501021,0,1,0,1,0
501022,0,0,0,0,0
501023,0,0,0,0,0
501024,0,1,0,0,0
501025,0,0,0,0,0
501026,1,1,0,1,2
501027,0,0,0,1,0
501028,0,0,0,1,0
501029,1,0,0,1,1
501030,0,0,0,1,0
501031,1,0,0,1,3
501032,0,0,0,0,0
501033,0,1,0,1,0
501034,0,0,1,1,0
501035,0,0,0,0,0
501036,0,0,0,0,0
501037,0,1,0,0,0
501038,0,0,0,1,0
501039,1,0,0,0,1
501040,1,1,0,1,0
501041,0,0,0,0,0
501042,0,1,0,0,0
501043,1,1,0,1,2
501044,0,0,0,0,0
501045,1,0,0,0,1
501046,0,1,0,0,0
501047,0,1,0,0,0
501048,0,0,0,0,0
501049,1,0,0,1,1
501050,0,0,0,0,0
501051,0,1,1,0,0
501052,0,0,0,1,0
501053,1,0,0,1,1
501054,0,1,0,0,0
501055,0,0,0,1,0
501056,0,0,0,0,0
501057,0,1,0,0,0
501058,0,1,0,0,0
501059,0,1,0,1,0
501060,0,0,0,0,0
501061,1,0,0,1,2
501062,0,1,0,0,0
501063,1,1,0,1,1
501064,0,0,0,0,0
501065,1,1,0,0,0
501066,0,0,0,0,0
501067,0,0,0,1,0
501068,0,1,0,0,0
501069,0,0,0,0,0
