user_id,assignment_time,experiment_group,channel,device_type,source_intent,age_band
500193,2026-01-14 05:16:00,treatment,app_store,iOS,low_intent,25-34
500194,2026-03-03 10:25:00,control,app_store,Android,high_intent,35-44
500195,2026-01-03 13:08:00,control,content_seo,iOS,low_intent,18-24
500196,2026-02-10 10:16:00,control,paid_social,iOS,mid_intent,35-44
500197,2026-02-15 01:07:00,treatment,referral,Android,high_intent,35-44
500198,2026-03-07 17:28:00,treatment,content_seo,Android,mid_intent,18-24
500199,2026-03-12 17:36:00,treatment,app_store,iOS,mid_intent,25-34
500200,2026-01-05 17:27:00,treatment,offline_broker,Android,low_intent,25-34
500201,2026-02-16 10:44:00,treatment,content_seo,iOS,mid_intent,35-44
500202,2026-02-28 03:31:00,control,app_store,Android,high_intent,25-34
500203,2026-03-08 07:04:00,treatment,paid_social,Android,mid_intent,35-44
500204,2026-02-14 11:59:00,treatment,referral,iOS,mid_intent,25-34
500205,2026-01-24 15:28:00,treatment,content_seo,Android,low_intent,25-34
500206,2026-01-18 20:41:00,treatment,referral,iOS,low_intent,45+
500207,2026-01-25 22:13:00,control,paid_social,iOS,low_intent,25-34
500208,2026-01-03 14:05:00,treatment,paid_social,iOS,mid_intent,35-44
500209,2026-01-04 12:27:00,control,offline_broker,iOS,high_intent,45+
500210,2026-02-01 16:59:00,control,paid_social,Android,mid_intent,45+
500211,2026-03-12 15:33:00,control,paid_social,Android,mid_intent,25-34
500212,2026-01-09 17:02:00,control,app_store,Android,high_intent,25-34
500213,2026-01-27 11:48:00,control,offline_broker,Android,mid_intent,35-44
500214,2026-01-30 09:20:00,control,offline_broker,iOS,mid_intent,18-24
500215,2026-01-04 13:20:00,treatment,app_store,iOS,mid_intent,35-44
500216,2026-02-24 03:18:00,treatment,paid_social,iOS,mid_intent,35-44
500217,2026-01-09 11:21:00,treatment,content_seo,Android,mid_intent,18-24
500218,2026-02-27 06:22:00,control,paid_social,iOS,high_intent,35-44
500219,2026-03-13 07:12:00,control,referral,Android,high_intent,25-34
500220,2026-02-07 03:20:00,control,app_store,Android,mid_intent,45+
500221,2026-02-26 23:13:00,control,paid_social,iOS,mid_intent,25-34
500222,2026-03-03 23:15:00,treatment,app_store,iOS,low_intent,18-24
500223,2026-03-16 01:57:00,treatment,content_seo,Android,high_intent,18-24
500224,2026-01-27 08:58:00,treatment,app_store,iOS,mid_intent,25-34
500225,2026-02-20 08:32:00,control,referral,iOS,mid_intent,25-34
500226,2026-01-13 11:59:00,control,app_store,Android,low_intent,25-34
500227,2026-02-18 19:31:00,control,paid_social,iOS,mid_intent,25-34
500228,2026-01-27 11:56:00,treatment,content_seo,Android,low_intent,35-44
500229,2026-01-23 22:05:00,control,paid_social,iOS,low_intent,35-44
500230,2026-01-04 12:24:00,control,referral,Android,mid_intent,25-34
500231,2026-01-05 16:33:00,treatment,content_seo,iOS,high_intent,45+
500232,2026-01-31 17:01:00,control,paid_social,iOS,mid_intent,25-34
500233,2026-03-15 13:56:00,control,referral,iOS,mid_intent,18-24
500234,2026-02-17 22:37:00,treatment,app_store,Android,mid_intent,25-34
500235,2026-02-18 10:07:00,control,paid_social,Android,mid_intent,25-34
500236,2026-01-18 08:03:00,control,content_seo,iOS,low_intent,35-44
500237,2026-02-22 23:26:00,control,offline_broker,Android,high_intent,45+
500238,2026-01-30 08:32:00,treatment,app_store,iOS,high_intent,25-34
500239,2026-03-07 01:27:00,control,paid_social,iOS,mid_intent,25-34
500240,2026-02-22 01:49:00,treatment,paid_social,Android,high_intent,18-24
500241,2026-01-04 07:32:00,treatment,referral,Android,high_intent,18-24
500242,2026-01-12 08:38:00,treatment,paid_social,iOS,high_intent,45+
500243,2026-03-06 15:32:00,treatment,app_store,iOS,low_intent,25-34
500244,2026-02-06 09:51:00,treatment,app_store,Android,mid_intent,18-24
500245,2026-01-21 01:17:00,treatment,content_seo,iOS,mid_intent,25-34
500246,2026-01-04 10:32:00,treatment,referral,Android,low_intent,18-24
500247,2026-02-04 22:57:00,control,content_seo,iOS,mid_intent,25-34
500248,2026-01-05 22:01:00,control,content_seo,Android,low_intent,25-34
500249,2026-01-12 10:24:00,control,app_store,Android,mid_intent,25-34
500250,2026-03-01 11:52:00,treatment,content_seo,iOS,mid_intent,25-34
500251,2026-01-07 21:34:00,control,app_store,iOS,mid_intent,25-34
500252,2026-03-06 19:07:00,treatment,paid_social,Android,high_intent,45+
500253,2026-02-24 03:52:00,control,referral,Android,high_intent,45+
500254,2026-01-22 14:11:00,control,referral,iOS,mid_intent,45+
500255,2026-02-17 13:39:00,treatment,offline_broker,iOS,high_intent,45+
500256,2026-01-29 08:11:00,control,offline_broker,iOS,high_intent,35-44
500257,2026-03-13 16:51:00,treatment,offline_broker,Android,mid_intent,35-44
500258,2026-01-28 23:58:00,control,paid_social,iOS,low_intent,18-24
500259,2026-01-24 11:50:00,treatment,content_seo,iOS,low_intent,18-24
500260,2026-01-27 07:42:00,treatment,paid_social,iOS,low_intent,18-24
500261,2026-03-13 00:16:00,control,app_store,iOS,high_intent,45+
500262,2026-01-05 21:57:00,treatment,paid_social,Android,mid_intent,25-34
500263,2026-01-06 02:16:00,control,offline_broker,Android,mid_intent,18-24
500264,2026-02-06 21:57:00,treatment,content_seo,iOS,mid_intent,35-44
500265,2026-02-27 09:55:00,control,paid_social,Android,low_intent,25-34
500266,2026-03-15 06:25:00,control,offline_broker,Android,high_intent,25-34
500267,2026-02-17 18:08:00,control,offline_broker,iOS,mid_intent,25-34
500268,2026-03-11 06:12:00,control,app_store,iOS,mid_intent,35-44
500269,2026-01-05 21:21:00,control,app_store,Android,low_intent,18-24
500270,2026-01-14 22:55:00,treatment,paid_social,iOS,low_intent,45+
500271,2026-01-31 16:00:00,control,app_store,iOS,low_intent,25-34
500272,2026-03-07 22:38:00,treatment,offline_broker,iOS,mid_intent,25-34
500273,2026-01-17 01:20:00,control,content_seo,iOS,high_intent,35-44
500274,2026-01-17 04:43:00,treatment,referral,Android,mid_intent,25-34
500275,2026-03-05 08:52:00,treatment,paid_social,iOS,mid_intent,25-34
500276,2026-01-23 06:33:00,control,paid_social,iOS,low_intent,18-24
500277,2026-01-21 17:17:00,control,offline_broker,iOS,high_intent,25-34
500278,2026-02-02 05:03:00,treatment,offline_broker,Android,high_intent,45+
500279,2026-01-01 13:29:00,control,content_seo,Android,high_intent,35-44
500280,2026-03-13 04:06:00,treatment,app_store,Android,low_intent,45+
500281,2026-01-22 09:24:00,control,offline_broker,Android,high_intent,25-34
500282,2026-01-06 01:47:00,treatment,paid_social,iOS,low_intent,25-34
500283,2026-01-30 22:24:00,control,referral,iOS,high_intent,18-24
500284,2026-02-08 00:06:00,treatment,offline_broker,Android,mid_intent,25-34
500285,2026-03-07 15:47:00,control,offline_broker,Android,mid_intent,45+
500286,2026-01-18 07:56:00,treatment,paid_social,iOS,low_intent,35-44
500287,2026-03-12 15:50:00,treatment,app_store,iOS,high_intent,18-24
500288,2026-02-05 13:44:00,control,content_seo,Android,mid_intent,35-44
500289,2026-01-01 23:25:00,treatment,paid_social,Android,mid_intent,25-34
500290,2026-01-11 12:23:00,treatment,referral,Android,high_intent,45+
500291,2026-03-06 08:50:00,treatment,paid_social,iOS,mid_intent,25-34
500292,2026-02-03 18:03:00,control,content_seo,Android,mid_intent,25-34
500293,2026-02-02 18:06:00,treatment,app_store,iOS,mid_intent,18-24
500294,2026-03-05 23:27:00,treatment,referral,iOS,high_intent,25-34
500295,2026-02-26 10:45:00,treatment,paid_social,iOS,high_intent,25-34
500296,2026-01-11 20:16:00,control,referral,iOS,mid_intent,25-34
500297,2026-01-18 23:55:00,treatment,app_store,Android,mid_intent,45+
500298,2026-01-06 07:52:00,treatment,app_store,iOS,mid_intent,25-34
500299,2026-03-15 17:16:00,treatment,app_store,iOS,low_intent,35-44
500300,2026-01-17 02:02:00,treatment,offline_broker,iOS,mid_intent,35-44
500301,2026-02-22 20:43:00,treatment,app_store,iOS,low_intent,18-24
500302,2026-02-28 07:48:00,control,paid_social,Android,low_intent,45+
500303,2026-03-16 13:21:00,treatment,referral,Android,mid_intent,25-34
500304,2026-01-11 15:02:00,treatment,paid_social,Android,mid_intent,25-34
500305,2026-01-15 12:30:00,control,content_seo,Android,mid_intent,25-34
500306,2026-03-02 15:56:00,control,offline_broker,Android,mid_intent,18-24
500307,2026-03-11 11:41:00,treatment,offline_broker,Android,mid_intent,25-34
500308,2026-02-22 03:47:00,control,app_store,iOS,high_intent,18-24
500309,2026-01-07 14:47:00,treatment,referral,Android,mid_intent,45+
500310,2026-02-22 11:54:00,control,app_store,iOS,low_intent,25-34
500311,2026-01-09 18:35:00,control,content_seo,Android,high_intent,35-44
500312,2026-02-16 16:06:00,treatment,app_store,Android,low_intent,25-34
500313,2026-03-02 00:14:00,control,offline_broker,iOS,high_intent,25-34
500314,2026-02-28 20:57:00,treatment,paid_social,iOS,mid_intent,25-34
500315,2026-03-01 20:21:00,control,referral,iOS,low_intent,35-44
500316,2026-03-11 19:11:00,control,paid_social,iOS,low_intent,35-44
500317,2026-01-23 03:59:00,control,paid_social,iOS,mid_intent,25-34
500318,2026-01-11 18:52:00,treatment,app_store,iOS,mid_intent,35-44
500319,2026-03-10 11:16:00,control,app_store,iOS,low_intent,45+
500320,2026-02-24 10:06:00,control,app_store,Android,high_intent,18-24
500321,2026-01-19 00:31:00,control,paid_social,Android,high_intent,25-34
500322,2026-02-04 19:49:00,control,referral,Android,mid_intent,18-24
500323,2026-03-13 13:14:00,treatment,paid_social,Android,mid_intent,18-24
500324,2026-01-27 18:17:00,treatment,referral,Android,high_intent,45+
500325,2026-02-06 20:54:00,control,app_store,Android,mid_intent,35-44
500326,2026-03-05 11:09:00,treatment,app_store,iOS,mid_intent,25-34
500327,2026-02-19 03:28:00,control,paid_social,Android,mid_intent,35-44
500328,2026-01-16 09:29:00,control,offline_broker,iOS,high_intent,35-44
500329,2026-03-10 19:21:00,control,paid_social,Android,low_intent,35-44
500330,2026-01-12 22:32:00,treatment,paid_social,iOS,low_intent,45+
500331,2026-02-15 02:05:00,control,app_store,Android,high_intent,18-24
500332,2026-01-19 03:50:00,control,content_seo,Android,mid_intent,35-44
500333,2026-02-17 14:50:00,control,paid_social,Android,mid_intent,25-34
500334,2026-01-03 17:11:00,control,referral,Android,low_intent,35-44
500335,2026-03-01 00:31:00,control,app_store,iOS,low_intent,18-24
500336,2026-02-09 02:35:00,control,referral,iOS,high_intent,25-34
500337,2026-03-10 00:51:00,treatment,paid_social,iOS,mid_intent,18-24
500338,2026-02-17 08:51:00,control,app_store,iOS,low_intent,18-24
500339,2026-02-01 22:29:00,treatment,content_seo,Android,high_intent,45+
500340,2026-03-09 22:10:00,treatment,referral,iOS,high_intent,18-24
500341,2026-01-30 20:42:00,control,paid_social,iOS,mid_intent,25-34
500342,2026-03-06 09:53:00,control,offline_broker,iOS,high_intent,25-34
500343,2026-02-28 23:33:00,treatment,paid_social,Android,low_intent,18-24
500344,2026-02-11 00:36:00,control,paid_social,iOS,high_intent,35-44
500345,2026-01-19 03:54:00,treatment,content_seo,iOS,high_intent,18-24
500346,2026-03-01 23:24:00,control,offline_broker,iOS,mid_intent,45+
500347,2026-02-03 16:30:00,treatment,referral,iOS,mid_intent,25-34
500348,2026-01-28 06:58:00,treatment,app_store,Android,mid_intent,25-34
500349,2026-01-01 02:29:00,control,app_store,iOS,mid_intent,25-34
500350,2026-03-05 03:17:00,treatment,app_store,Android,high_intent,25-34
500351,2026-01-11 13:14:00,control,offline_broker,Android,high_intent,25-34
500352,2026-01-09 06:47:00,treatment,content_seo,Android,high_intent,25-34
500353,2026-02-23 12:12:00,treatment,content_seo,iOS,high_intent,18-24
500354,2026-01-10 04:14:00,control,referral,Android,high_intent,25-34
500355,2026-01-21 23:52:00,control,offline_broker,Android,low_intent,35-44
500356,2026-03-01 07:17:00,control,offline_broker,iOS,low_intent,18-24
500357,2026-03-11 06:43:00,treatment,app_store,Android,low_intent,35-44
500358,2026-01-04 05:06:00,treatment,content_seo,iOS,high_intent,18-24
500359,2026-01-16 13:16:00,control,paid_social,iOS,low_intent,18-24
500360,2026-01-22 21:14:00,treatment,app_store,Android,mid_intent,35-44
500361,2026-03-08 05:16:00,treatment,app_store,iOS,mid_intent,25-34
500362,2026-01-02 20:11:00,treatment,app_store,Android,mid_intent,18-24
500363,2026-01-04 20:30:00,treatment,paid_social,Android,mid_intent,18-24
500364,2026-03-12 00:17:00,control,offline_broker,iOS,low_intent,25-34
500365,2026-02-05 11:00:00,treatment,paid_social,iOS,mid_intent,18-24
500366,2026-02-28 00:18:00,control,referral,Android,mid_intent,35-44
500367,2026-02-02 00:46:00,control,offline_broker,iOS,mid_intent,35-44
500368,2026-02-01 06:03:00,treatment,app_store,iOS,high_intent,25-34
500369,2026-02-12 04:39:00,control,paid_social,iOS,high_intent,25-34
500370,2026-02-14 03:58:00,control,content_seo,iOS,high_intent,18-24
500371,2026-02-06 18:06:00,control,referral,Android,high_intent,35-44
500372,2026-03-09 07:23:00,control,offline_broker,iOS,high_intent,18-24
500373,2026-03-15 05:39:00,control,referral,iOS,high_intent,25-34
500374,2026-03-09 18:00:00,control,content_seo,iOS,low_intent,45+
500375,2026-02-24 15:06:00,control,paid_social,Android,mid_intent,45+
500376,2026-02-14 16:16:00,treatment,offline_broker,Android,high_intent,18-24
500377,2026-03-05 05:04:00,control,offline_broker,Android,low_intent,25-34
500378,2026-02-09 00:56:00,control,paid_social,Android,high_intent,18-24
500379,2026-01-04 17:11:00,treatment,paid_social,Android,mid_intent,25-34
500380,2026-01-26 00:17:00,treatment,offline_broker,iOS,mid_intent,25-34
500381,2026-01-26 07:46:00,treatment,paid_social,Android,mid_intent,25-34
